b'32.913792,-117.099443,2022-7-29 20:38:40,24.44,295.92,8.14\r,1,0\r\n'
b'32.913795,-117.099445,2022-7-29 20:38:42,24.44,295.55,8.15\r,1,0\r\n'
b'32.913793,-117.099445,2022-7-29 20:38:44,24.50,290.65,7.22\r,1,0\r\n'
b'32.913795,-117.099444,2022-7-29 20:38:46,24.56,295.17,7.21\r,1,0\r\n'
b'32.913795,-117.099444,2022-7-29 20:38:46,24.44,295.92,8.11\r,1,0\r\n'
b'32.913799,-117.099444,2022-7-29 20:38:52,24.56,277.73,8.11\r,1,0\r\n'
b'32.913799,-117.099444,2022-7-29 20:38:52,24.50,291.75,8.09\r,1,0\r\n'
b'32.913801,-117.099445,2022-7-29 20:38:56,24.50,291.02,7.19\r,1,0\r\n'
b'32.913801,-117.099445,2022-7-29 20:38:56,24.50,277.73,8.07\r,1,0\r\n'
b'32.913808,-117.099444,2022-7-29 20:39:00,24.50,281.58,7.18\r,1,0\r\n'
b'32.913808,-117.099444,2022-7-29 20:39:00,24.50,295.55,7.17\r,1,0\r\n'
b'32.913810,-117.099444,2022-7-29 20:39:04,24.50,291.75,8.09\r,1,0\r\n'
b'32.913810,-117.099444,2022-7-29 20:39:04,24.50,295.92,8.07\r,1,0\r\n'
b'32.913810,-117.099444,2022-7-29 20:39:04,24.50,295.92,7.17\r,1,0\r\n'
b'32.913812,-117.099435,2022-7-29 20:39:10,24.38,291.39,7.16\r,1,0\r\n'
b'32.913813,-117.099429,2022-7-29 20:39:12,24.44,300.45,7.18\r,1,0\r\n'
b'32.913814,-117.099425,2022-7-29 20:39:14,24.44,301.21,8.08\r,1,0\r\n'
b'32.913814,-117.099425,2022-7-29 20:39:16,24.50,300.45,7.17\r,1,0\r\n'
